"YEAR","SAMPLE","SERIAL","CBSERIAL","HHWT","CLUSTER","STRATA","GQ","PERNUM","PERWT","NCHILD","SEX","AGE","MARST","RACE","RACED","HISPAN","HISPAND","EDUC","EDUCD","EMPSTAT","EMPSTATD","INCWAGE","VETSTAT","VETSTATD"
2023,202301,312557,2023000193291,21384.0,2023003125571,310612,1,1,21384.0,0,1,40,1,1,100,0,0,11,114,1,10,43000,1,11
2023,202301,312557,2023000193291,21384.0,2023003125571,310612,1,2,23166.0,0,2,38,1,1,100,0,0,11,114,1,10,43000,1,11
2023,202301,312719,2023000196097,57672.0,2023003127191,110212,1,1,57834.0,1,1,53,1,8,826,4,422,0,2,1,10,92000,1,11
2023,202301,312719,2023000196097,57672.0,2023003127191,110212,1,2,45846.0,1,2,57,1,2,200,0,0,0,2,1,10,5500,1,11
2023,202301,312719,2023000196097,57672.0,2023003127191,110212,1,3,47628.0,0,2,24,6,7,700,0,0,10,101,1,10,22000,1,11
2023,202301,312881,2023000198877,5832.0,2023003128811,570512,1,1,5832.0,2,1,41,1,6,610,0,0,11,114,1,10,139000,1,11
2023,202301,312881,2023000198877,5832.0,2023003128811,570512,1,2,4698.0,2,2,38,1,6,610,0,0,11,115,1,10,116000,1,11
2023,202301,313043,2023000201698,23166.0,2023003130431,110112,1,1,23328.0,1,1,56,1,1,100,4,460,8,81,1,10,95000,1,11
2023,202301,313043,2023000201698,23166.0,2023003130431,110112,1,2,30132.0,1,2,51,1,1,100,0,0,7,71,1,10,45000,1,11
2023,202301,313367,2023000206907,61236.0,2023003133671,110912,1,1,61074.0,2,2,47,4,7,700,4,428,8,81,1,10,17000,1,11
2023,202301,313367,2023000206907,61236.0,2023003133671,110912,1,2,59130.0,0,1,23,6,7,700,4,428,6,63,1,10,62000,1,11
2023,202301,313367,2023000206907,61236.0,2023003133671,110912,1,3,54270.0,0,1,18,6,7,700,4,428,6,63,1,10,8000,1,11
2023,202301,313529,2023000209660,8586.0,2023003135291,710212,1,2,8100.0,0,1,64,6,8,826,0,0,7,71,1,12,40000,1,11
2023,202301,313853,2023000214696,11178.0,2023003138531,90312,1,1,11178.0,0,2,34,6,1,100,0,0,11,114,1,10,40000,1,11
2023,202301,314177,2023000220344,6156.0,2023003141771,861812,1,1,6156.0,1,2,50,1,1,100,4,420,10,101,1,10,43000,1,11
2023,202301,314177,2023000220344,6156.0,2023003141771,861812,1,2,7128.0,1,1,52,1,8,826,4,420,6,63,1,10,0,1,11
2023,202301,314177,2023000220344,6156.0,2023003141771,861812,1,3,5508.0,0,2,18,6,8,826,4,420,6,63,1,10,2000,1,11
2023,202301,314339,2023000222969,13608.0,2023003143391,570412,1,1,13608.0,0,1,29,6,8,826,2,200,10,101,1,10,16000,1,11
2023,202301,314501,2023000225697,9882.0,2023003145011,310712,1,1,9882.0,1,2,29,1,1,100,0,0,10,101,1,10,42000,1,11
2023,202301,314501,2023000225697,9882.0,2023003145011,310712,1,2,9882.0,1,1,29,1,1,100,0,0,10,101,1,10,90000,1,11
2023,202301,314663,2023000228427,27540.0,2023003146631,1030812,1,1,27540.0,0,1,56,6,7,700,0,0,6,63,1,10,60000,2,20
2023,202301,314987,2023000234039,5184.0,2023003149871,730212,1,1,5184.0,0,1,20,6,8,826,4,411,7,71,1,10,40000,1,11
2023,202301,314987,2023000234039,5184.0,2023003149871,730212,1,2,10044.0,0,1,20,6,1,100,0,0,7,71,1,10,2000,1,11
2023,202301,314987,2023000234039,5184.0,2023003149871,730212,1,3,10044.0,0,1,20,6,1,100,0,0,7,71,1,10,20000,1,11
2023,202301,315149,2023000237048,4050.0,2023003151491,1010112,1,2,6966.0,2,1,48,1,8,802,0,0,7,71,1,10,120000,1,11
2023,202301,315149,2023000237048,4050.0,2023003151491,1010112,1,5,30294.0,0,1,25,2,1,100,0,0,6,63,1,12,0,1,11
2023,202301,315149,2023000237048,4050.0,2023003151491,1010112,1,6,7776.0,0,1,22,6,8,802,0,0,0,2,1,10,9000,1,11
2023,202301,315473,2023000242067,23490.0,2023003154731,860912,1,1,23490.0,0,1,54,2,8,826,3,300,6,63,1,10,55000,1,11
2023,202301,315635,2023000244774,53622.0,2023003156351,90112,1,1,53622.0,0,1,55,1,1,100,0,0,2,26,1,10,85000,1,11
2023,202301,315635,2023000244774,53622.0,2023003156351,90112,1,2,51030.0,0,2,55,1,1,100,0,0,10,101,1,10,120000,2,20
2023,202301,315959,2023000249305,9558.0,2023003159591,570112,1,4,8100.0,0,2,23,6,8,826,3,300,7,71,1,10,3000,1,11
2023,202301,316121,2023000251963,1944.0,2023003161211,599812,1,1,1944.0,3,2,33,1,1,100,0,0,10,101,1,10,85000,1,11
2023,202301,316121,2023000251963,1944.0,2023003161211,599812,1,2,810.0,3,1,35,1,1,100,0,0,6,64,1,10,0,1,11
2023,202301,316283,2023000254479,12798.0,2023003162831,111312,1,1,12798.0,0,1,52,4,1,100,0,0,10,101,1,10,136000,1,11
2023,202301,316445,2023000257064,33372.0,2023003164451,1010312,1,1,33534.0,0,1,27,1,1,100,0,0,6,63,1,10,55000,1,11
2023,202301,316445,2023000257064,33372.0,2023003164451,1010312,1,2,23004.0,0,2,24,1,1,100,0,0,6,63,1,10,30000,1,11
2023,202301,316607,2023000259191,12960.0,2023003166071,950512,1,1,12960.0,2,2,53,4,1,100,0,0,10,101,1,10,98000,1,11
2023,202301,316607,2023000259191,12960.0,2023003166071,950512,1,2,18630.0,0,1,21,6,1,100,0,0,6,63,1,10,10200,1,11
2023,202301,316607,2023000259191,12960.0,2023003166071,950512,1,3,9720.0,0,1,19,6,1,100,0,0,6,63,1,10,4000,1,11
2023,202301,316769,2023000261650,18468.0,2023003167691,990112,1,1,18468.0,2,1,31,1,1,100,0,0,10,101,1,10,106000,1,11
2023,202301,316769,2023000261650,18468.0,2023003167691,990112,1,2,21870.0,2,2,30,1,1,100,0,0,10,101,1,10,0,1,11
2023,202301,316769,2023000261650,18468.0,2023003167691,990112,1,5,24948.0,0,2,25,6,1,100,0,0,6,63,1,10,60000,1,11
2023,202301,317093,2023000266951,31104.0,2023003170931,111012,1,1,31266.0,0,2,57,4,1,100,0,0,8,81,1,10,45000,1,11
2023,202301,317741,2023000277912,20088.0,2023003177411,830312,1,1,20088.0,1,1,56,1,8,826,3,300,6,63,1,10,52000,1,11
2023,202301,317741,2023000277912,20088.0,2023003177411,830312,1,3,18792.0,0,1,28,6,8,826,3,300,6,64,1,10,30000,1,11
2023,202301,318227,2023000286610,7452.0,2023003182271,571112,1,2,7938.0,1,2,38,3,1,100,0,0,6,63,1,10,2900,1,11
2023,202301,318227,2023000286610,7452.0,2023003182271,571112,1,3,10206.0,0,1,35,6,1,100,0,0,6,65,1,10,22000,1,11
2023,202301,318389,2023000289200,11340.0,2023003183891,1170412,1,1,11340.0,2,1,57,1,6,664,0,0,10,101,1,10,24000,1,11
2023,202301,318389,2023000289200,11340.0,2023003183891,1170412,1,2,8100.0,2,2,45,1,6,664,0,0,7,71,1,10,13200,1,11
2023,202301,318389,2023000289200,11340.0,2023003183891,1170412,1,3,8262.0,0,2,22,6,6,664,0,0,10,101,1,10,15000,1,11
2023,202301,318551,2023000291641,8910.0,2023003185511,1050112,1,1,8910.0,0,1,49,6,1,100,0,0,8,81,1,10,42000,1,11
2023,202301,319037,2023000299605,46494.0,2023003190371,690312,1,1,46494.0,2,2,46,4,1,100,0,0,11,115,1,10,140000,1,11
2023,202301,319199,2023000302123,9882.0,2023003191991,570112,1,1,9882.0,0,1,35,4,1,100,0,0,8,81,1,10,80000,1,11
2023,202301,319199,2023000302123,9882.0,2023003191991,570112,1,2,9882.0,0,1,34,6,1,100,0,0,10,101,1,10,50000,1,11
2023,202301,319361,2023000304855,7128.0,2023003193611,1030512,1,1,7128.0,0,1,54,1,1,100,0,0,10,101,1,10,104000,1,11
2023,202301,319361,2023000304855,7128.0,2023003193611,1030512,1,2,5670.0,0,2,53,1,1,100,0,0,10,101,1,10,64000,1,11
2023,202301,319847,2023000313448,7938.0,2023003198471,110712,1,2,8910.0,0,2,57,6,1,100,2,200,6,61,1,10,16800,1,11
2023,202301,320009,2023000316463,12312.0,2023003200091,10212,1,1,12474.0,0,2,41,1,6,600,0,0,10,101,1,10,100000,1,11
2023,202301,320009,2023000316463,12312.0,2023003200091,10212,1,2,12150.0,0,1,52,1,6,600,0,0,6,65,1,10,40000,1,11
2023,202301,320333,2023000321842,10854.0,2023003203331,111012,1,1,10854.0,0,2,23,6,1,100,0,0,10,101,1,10,55000,1,11
2023,202301,320333,2023000321842,10854.0,2023003203331,111012,1,2,7452.0,0,1,27,6,7,700,2,200,8,81,1,10,0,1,11
2023,202301,320657,2023000326996,7938.0,2023003206571,310412,1,3,6156.0,0,1,57,1,1,100,0,0,4,40,1,10,15000,1,11
2023,202301,320981,2023000332499,46818.0,2023003209811,110612,1,1,46818.0,1,1,55,1,8,826,4,426,6,63,1,10,45000,1,11
2023,202301,320981,2023000332499,46818.0,2023003209811,110612,1,2,44550.0,1,2,57,1,8,826,4,426,6,63,1,10,41000,1,11
2023,202301,320981,2023000332499,46818.0,2023003209811,110612,1,3,44874.0,0,2,25,6,1,100,0,0,6,63,1,10,18000,1,11
2023,202301,321143,2023000334893,112428.0,2023003211431,330312,1,1,112428.0,0,1,19,6,2,200,0,0,6,63,1,10,26700,1,11
2023,202301,321143,2023000334893,112428.0,2023003211431,330312,1,2,117288.0,1,1,37,6,2,200,0,0,11,114,1,10,44000,1,11
2023,202301,321305,2023000337512,15714.0,2023003213051,10112,1,3,10044.0,0,2,22,6,1,100,0,0,10,101,1,10,12000,1,11
2023,202301,321305,2023000337512,15714.0,2023003213051,10112,1,4,10044.0,0,2,20,6,1,100,0,0,8,81,1,10,6000,1,11
2023,202301,321467,2023000340719,58320.0,2023003214671,1010312,1,1,58320.0,3,2,36,1,8,826,2,200,6,63,1,10,29000,1,11
2023,202301,321467,2023000340719,58320.0,2023003214671,1010312,1,2,55566.0,3,1,38,1,8,826,2,200,6,63,1,10,36000,1,11
2023,202301,321629,2023000343433,29970.0,2023003216291,111312,1,1,29970.0,2,2,31,6,7,700,4,424,6,61,1,10,5300,1,11
2023,202301,321791,2023000346277,13284.0,2023003217911,1050112,1,1,13284.0,0,1,29,6,9,982,2,200,10,101,1,10,75000,1,11
2023,202301,322115,2023000351412,11340.0,2023003221151,1170412,1,1,11340.0,1,1,46,4,1,100,0,0,10,101,1,10,120000,1,11
2023,202301,322277,2023000354312,12960.0,2023003222771,1030712,1,1,12960.0,0,1,62,4,1,100,0,0,10,101,1,10,155000,1,11
2023,202301,322439,2023000356944,22680.0,2023003224391,860212,1,1,22680.0,0,1,59,4,1,100,3,300,11,114,1,10,80000,2,20
2023,202301,322439,2023000356944,22680.0,2023003224391,860212,1,2,21870.0,0,1,51,1,1,100,4,498,6,64,1,10,32000,1,11
2023,202301,322439,2023000356944,22680.0,2023003224391,860212,1,3,25110.0,0,1,42,3,1,100,4,498,0,2,1,10,58000,1,11
2023,202301,322439,2023000356944,22680.0,2023003224391,860212,1,5,25110.0,0,1,39,6,2,200,4,498,6,63,1,10,102000,2,20
2023,202301,322601,2023000359806,34020.0,2023003226011,111212,1,1,34020.0,1,2,55,4,2,200,0,0,10,101,1,10,120000,1,11
2023,202301,322763,2023000362262,8748.0,2023003227631,10212,1,1,8748.0,2,1,51,1,1,100,0,0,11,116,1,10,93000,1,11
2023,202301,322763,2023000362262,8748.0,2023003227631,10212,1,2,8100.0,2,2,42,1,1,100,0,0,11,114,1,10,595000,1,11
2023,202301,322925,2023000365122,17658.0,2023003229251,1050512,1,1,17658.0,3,1,42,4,1,100,0,0,10,101,1,10,60000,1,11
2023,202301,322925,2023000365122,17658.0,2023003229251,1050512,1,2,16038.0,3,2,42,4,1,100,0,0,10,101,1,10,102000,1,11
2023,202301,323087,2023000368109,44388.0,2023003230871,1030612,1,1,44388.0,1,1,40,6,1,100,0,0,7,71,1,10,93000,1,11
2023,202301,323249,2023000370386,11826.0,2023003232491,1030312,1,1,11826.0,0,2,39,6,1,100,0,0,10,101,1,10,89000,1,11
2023,202301,323411,2023000373180,9234.0,2023003234111,1050212,1,1,9234.0,0,2,50,4,1,100,0,0,11,114,1,10,52000,1,11
2023,202301,324383,2023000389807,33534.0,2023003243831,150012,1,1,33534.0,0,1,52,1,1,100,0,0,7,71,1,10,595000,2,20
2023,202301,324545,2023000392302,9072.0,2023003245451,990112,1,1,9072.0,2,1,58,6,1,100,0,0,11,116,1,10,78000,1,11
2023,202301,324545,2023000392302,9072.0,2023003245451,990112,1,2,9072.0,2,1,59,6,1,100,0,0,11,114,1,10,80000,1,11
2023,202301,324545,2023000392302,9072.0,2023003245451,990112,1,3,10692.0,0,2,23,6,1,100,0,0,10,101,1,10,0,1,11
2023,202301,324545,2023000392302,9072.0,2023003245451,990112,1,4,10854.0,0,2,23,6,1,100,0,0,10,101,1,10,0,1,11
2023,202301,324707,2023000394960,46008.0,2023003247071,810212,1,1,46008.0,0,1,62,1,1,100,0,0,6,63,1,10,42000,1,11
2023,202301,324869,2023000397503,23652.0,2023003248691,571112,1,1,23652.0,2,2,57,1,1,100,0,0,6,65,1,10,150000,1,11
2023,202301,324869,2023000397503,23652.0,2023003248691,571112,1,2,26730.0,2,1,53,1,1,100,0,0,8,81,1,10,65000,2,20
2023,202301,324869,2023000397503,23652.0,2023003248691,571112,1,3,26406.0,0,2,23,3,1,100,0,0,7,71,1,10,20000,1,11
2023,202301,324869,2023000397503,23652.0,2023003248691,571112,1,4,21060.0,0,1,21,6,1,100,0,0,7,71,1,10,10000,1,11
2023,202301,325031,2023000400110,11178.0,2023003250311,860912,1,1,11178.0,1,2,36,6,1,100,3,300,8,81,1,10,17000,1,11
2023,202301,325031,2023000400110,11178.0,2023003250311,860912,1,3,10692.0,1,2,60,4,1,100,3,300,6,63,1,10,0,1,11
2023,202301,325031,2023000400110,11178.0,2023003250311,860912,1,4,11826.0,0,1,43,6,1,100,3,300,6,63,1,10,30000,1,11
2023,202301,325355,2023000405450,10044.0,2023003253551,830312,1,2,10692.0,0,1,62,1,1,100,0,0,8,81,1,10,55000,1,11
2023,202301,325517,2023000408171,9396.0,2023003255171,190112,1,1,9396.0,0,2,54,4,1,100,0,0,8,81,1,10,40000,1,11
2023,202301,325841,2023000413641,31104.0,2023003258411,1190012,1,1,31266.0,0,1,44,4,8,826,2,200,7,71,1,10,62000,1,11
2023,202301,326165,2023000419235,26892.0,2023003261651,970212,1,1,26892.0,2,2,28,1,1,100,0,0,10,101,1,10,112000,1,11
2023,202301,326165,2023000419235,26892.0,2023003261651,970212,1,2,23328.0,2,1,27,1,1,100,0,0,10,101,1,10,50000,1,11
2023,202301,326327,2023000421823,11826.0,2023003263271,991112,1,1,11826.0,0,2,21,6,8,856,1,100,10,101,1,10,8000,1,11
2023,202301,326327,2023000421823,11826.0,2023003263271,991112,1,2,14418.0,0,2,24,6,8,856,1,100,11,114,1,10,4000,1,11
2023,202301,326327,2023000421823,11826.0,2023003263271,991112,1,4,24948.0,3,1,63,1,8,856,1,100,6,65,1,10,0,1,11
2023,202301,326813,2023000430068,40014.0,2023003268131,970312,1,1,40014.0,0,2,47,1,1,100,0,0,7,71,1,10,127000,1,11
2023,202301,326975,2023000432892,6966.0,2023003269751,990612,1,1,6966.0,1,2,41,1,1,100,0,0,11,114,1,10,55000,1,11
2023,202301,326975,2023000432892,6966.0,2023003269751,990612,1,2,7452.0,1,1,44,1,1,100,0,0,10,101,1,10,100000,1,11
2023,202301,327137,2023000435580,8586.0,2023003271371,570312,1,1,8586.0,0,2,61,1,1,100,0,0,10,101,1,10,20000,1,11
2023,202301,327137,2023000435580,8586.0,2023003271371,570312,1,2,10206.0,0,1,60,1,1,100,0,0,6,65,1,10,59000,1,11
2023,202301,327299,2023000438340,8100.0,2023003272991,570212,1,1,8100.0,0,1,32,6,1,100,0,0,8,81,1,10,15000,1,11
2023,202301,327461,2023000440772,62208.0,2023003274611,950912,1,1,62370.0,1,2,60,4,8,826,2,200,11,114,1,10,60000,1,11
2023,202301,327461,2023000440772,62208.0,2023003274611,950912,1,2,64638.0,0,2,30,6,8,826,2,200,8,81,1,10,12500,1,11
2023,202301,327623,2023000443613,63342.0,2023003276231,190212,1,1,63504.0,0,1,32,6,2,200,0,0,6,65,1,10,45000,1,11
2023,202301,327623,2023000443613,63342.0,2023003276231,190212,1,2,63504.0,0,1,40,6,2,200,0,0,6,65,1,10,40000,1,11
2023,202301,327785,2023000446134,17496.0,2023003277851,991112,1,1,17496.0,3,2,48,3,2,200,0,0,10,101,1,10,13000,1,11
2023,202301,327785,2023000446134,17496.0,2023003277851,991112,1,2,15390.0,0,1,24,6,2,200,0,0,8,81,1,10,8000,1,11
2023,202301,327785,2023000446134,17496.0,2023003277851,991112,1,3,15228.0,0,1,23,6,2,200,0,0,7,71,1,10,6000,1,11
2023,202301,328109,2023000451144,9072.0,2023003281091,310512,1,1,9072.0,0,2,59,6,1,100,0,0,10,101,1,10,120000,1,11
2023,202301,328271,2023000453803,13770.0,2023003282711,571012,1,2,17334.0,1,1,25,1,1,100,0,0,7,71,1,14,25000,1,12
2023,202301,328433,2023000456323,13770.0,2023003284331,730212,1,1,13608.0,0,2,58,1,1,100,0,0,11,115,1,10,200000,1,11
2023,202301,328757,2023000461434,48924.0,2023003287571,570212,1,2,53460.0,0,1,27,6,1,100,0,0,7,71,1,10,75000,1,11
2023,202301,329405,2023000471940,9396.0,2023003294051,110112,1,1,9396.0,0,1,64,1,1,100,0,0,11,114,1,10,595000,2,20
2023,202301,329729,2023000477403,7938.0,2023003297291,1050512,1,2,8100.0,0,2,55,1,1,100,0,0,11,116,1,10,14000,1,11
2023,202301,330863,2023000496478,9882.0,2023003308631,861212,1,1,9882.0,0,1,54,2,1,100,0,0,10,101,1,10,100000,1,11
2023,202301,331025,2023000499177,12636.0,2023003310251,190112,1,1,12636.0,1,2,52,1,1,100,0,0,10,101,1,10,70000,1,11
2023,202301,331025,2023000499177,12636.0,2023003310251,190112,1,2,16038.0,1,1,55,1,1,100,0,0,10,101,1,10,27000,1,11
2023,202301,331025,2023000499177,12636.0,2023003310251,190112,1,3,6480.0,0,1,19,6,1,100,0,0,6,65,1,10,6000,1,11
2023,202301,331349,2023000504479,13608.0,2023003313491,530012,1,1,13608.0,2,2,39,2,6,600,0,0,7,71,1,10,0,1,11
2023,202301,331511,2023000507247,30294.0,2023003315111,570612,1,1,30456.0,0,1,56,4,1,100,0,0,6,63,1,10,75000,1,11
2023,202301,331511,2023000507247,30294.0,2023003315111,570612,1,2,33534.0,0,1,59,6,1,100,0,0,6,63,1,10,70000,1,11
2023,202301,331673,2023000509959,9396.0,2023003316731,150012,1,1,9396.0,4,1,33,1,1,100,0,0,7,71,1,10,4800,1,11
2023,202301,331673,2023000509959,9396.0,2023003316731,150012,1,2,8424.0,4,2,37,1,1,100,0,0,7,71,1,10,100000,1,13
2023,202301,331835,2023000512277,17982.0,2023003318351,530012,1,1,17982.0,1,2,23,6,1,100,2,200,10,101,1,10,36000,1,11
2023,202301,331997,2023000514787,7938.0,2023003319971,110912,1,1,8100.0,0,1,54,4,1,100,0,0,8,81,1,10,125000,1,11
2023,202301,331997,2023000514787,7938.0,2023003319971,110912,1,2,7452.0,0,2,48,4,1,100,0,0,10,101,1,10,62000,1,11
2023,202301,332159,2023000517528,17172.0,2023003321591,330212,1,1,17334.0,3,2,37,3,7,700,2,200,6,63,1,10,0,1,11
2023,202301,332159,2023000517528,17172.0,2023003321591,330212,1,6,13770.0,1,2,51,6,7,700,2,200,2,25,1,10,3100,1,11
2023,202301,332159,2023000517528,17172.0,2023003321591,330212,1,7,5994.0,0,1,22,6,7,700,1,100,0,2,1,10,30000,1,11
2023,202301,332483,2023000523089,10692.0,2023003324831,861812,1,1,10530.0,2,2,45,1,8,826,3,300,7,71,1,10,30000,1,11
2023,202301,332483,2023000523089,10692.0,2023003324831,861812,1,2,12150.0,2,1,45,1,8,826,3,300,6,65,1,10,30000,1,11
2023,202301,332645,2023000525939,23004.0,2023003326451,990412,1,1,23004.0,2,2,30,6,2,200,0,0,8,81,1,10,30000,1,11
2023,202301,332645,2023000525939,23004.0,2023003326451,990412,1,2,20898.0,2,1,32,6,8,826,2,200,2,26,1,10,45000,1,11
2023,202301,332807,2023000528255,9882.0,2023003328071,570412,1,3,11016.0,0,2,42,4,1,100,0,0,10,101,1,10,20000,1,11
2023,202301,332969,2023000530546,25110.0,2023003329691,1170212,1,1,25272.0,0,1,30,6,1,100,2,200,10,101,1,10,12000,1,11
2023,202301,332969,2023000530546,25110.0,2023003329691,1170212,1,2,18792.0,0,2,27,6,7,700,1,100,6,63,1,10,30000,1,11
2023,202301,333293,2023000535631,17334.0,2023003332931,690112,1,1,17334.0,0,2,64,4,1,100,0,0,0,2,1,10,0,1,11
2023,202301,333455,2023000538544,6480.0,2023003334551,950912,1,1,6642.0,2,1,47,1,6,610,0,0,11,114,1,10,172000,1,11
2023,202301,333779,2023000543814,18468.0,2023003337791,1090212,1,1,18468.0,2,1,49,1,1,100,0,0,11,114,1,10,150000,1,11
2023,202301,333779,2023000543814,18468.0,2023003337791,1090212,1,2,17334.0,2,2,48,1,1,100,0,0,10,101,1,10,50000,1,11
2023,202301,334103,2023000548955,14256.0,2023003341031,970312,1,1,14256.0,0,2,51,4,8,826,0,0,6,64,1,10,35000,1,11
2023,202301,334103,2023000548955,14256.0,2023003341031,970312,1,2,13608.0,0,1,64,4,8,826,0,0,6,63,1,10,45000,1,11
2023,202301,334265,2023000551784,15228.0,2023003342651,850012,1,4,43740.0,1,2,59,6,1,100,2,200,6,63,1,10,4800,1,11
2023,202301,334427,2023000554699,17010.0,2023003344271,990512,1,1,17010.0,0,1,50,1,1,100,0,0,6,63,1,10,61000,1,11
2023,202301,334427,2023000554699,17010.0,2023003344271,990512,1,2,14904.0,0,2,44,1,1,100,0,0,3,30,1,10,5800,1,11
2023,202301,334589,2023000557217,8586.0,2023003345891,570512,1,1,8586.0,2,1,42,1,1,100,0,0,10,101,1,10,0,1,11
2023,202301,334589,2023000557217,8586.0,2023003345891,570512,1,2,6642.0,2,2,39,1,1,100,0,0,10,101,1,10,0,1,11
2023,202301,335237,2023000568009,4050.0,2023003352371,1110212,1,1,4212.0,1,1,52,1,1,100,0,0,6,63,1,10,104000,1,11
2023,202301,335237,2023000568009,4050.0,2023003352371,1110212,1,2,6804.0,1,2,46,1,1,100,0,0,10,101,1,10,41000,1,11
2023,202301,335237,2023000568009,4050.0,2023003352371,1110212,1,3,5832.0,0,1,28,6,1,100,0,0,10,101,1,10,28900,1,11
2023,202301,336047,2023000581230,18144.0,2023003360471,599812,1,3,22194.0,0,2,33,6,4,400,0,0,10,101,1,10,35000,1,11
2023,202301,336371,2023000586562,35640.0,2023003363711,90412,1,1,35478.0,0,2,20,6,1,100,0,0,10,101,1,10,38000,1,11
2023,202301,336371,2023000586562,35640.0,2023003363711,90412,1,2,35802.0,0,1,23,6,1,100,0,0,8,81,1,10,3000,1,11
2023,202301,336695,2023000591337,8586.0,2023003366951,710412,1,1,8748.0,0,2,26,6,1,100,1,100,10,101,1,10,65000,1,11
2023,202301,336695,2023000591337,8586.0,2023003366951,710412,1,2,15390.0,0,2,23,6,1,100,0,0,10,101,1,10,40000,1,11
2023,202301,337019,2023000596388,15552.0,2023003370191,810312,1,2,12636.0,0,1,65,1,1,100,0,0,11,115,1,10,595000,1,11
2023,202301,337181,2023000599216,11988.0,2023003371811,279912,1,1,11988.0,1,2,53,1,2,200,3,300,6,61,1,10,4500,1,11
2023,202301,337181,2023000599216,11988.0,2023003371811,279912,1,4,10044.0,0,1,47,4,2,200,3,300,10,101,1,10,65000,1,11
2023,202301,337181,2023000599216,11988.0,2023003371811,279912,1,5,13122.0,0,1,27,6,1,100,3,300,3,30,1,10,55000,1,11
2023,202301,337181,2023000599216,11988.0,2023003371811,279912,1,6,7290.0,0,2,24,6,1,100,3,300,6,63,1,10,22500,1,11
2023,202301,337505,2023000604554,15714.0,2023003375051,860112,1,1,15714.0,2,2,54,3,8,826,3,300,11,114,1,10,10000,1,11
2023,202301,337505,2023000604554,15714.0,2023003375051,860112,1,2,13122.0,0,2,22,6,8,826,3,300,7,71,1,10,12000,1,11
2023,202301,338477,2023000621126,39366.0,2023003384771,310212,1,1,39366.0,0,2,63,5,2,200,0,0,7,71,1,10,40000,1,11
2023,202301,338801,2023000626535,9396.0,2023003388011,951012,1,1,9396.0,3,2,44,1,1,100,2,200,6,63,1,10,50000,1,11
2023,202301,338801,2023000626535,9396.0,2023003388011,951012,1,2,11502.0,3,1,45,1,1,100,4,460,6,63,1,10,0,1,11
2023,202301,338801,2023000626535,9396.0,2023003388011,951012,1,3,7938.0,0,1,25,6,1,100,2,200,10,101,1,10,60000,1,11
2023,202301,339287,2023000634805,7776.0,2023003392871,210112,1,2,7776.0,0,2,64,1,1,100,0,0,11,115,1,10,60000,1,11
2023,202301,339449,2023000637601,43416.0,2023003394491,950712,1,1,43416.0,0,2,51,6,1,100,0,0,11,114,1,10,13000,1,11
2023,202301,339935,2023000645942,11178.0,2023003399351,860812,1,1,11178.0,0,2,53,6,1,100,4,414,7,71,1,10,16000,1,11
2023,202301,339935,2023000645942,11178.0,2023003399351,860812,1,2,9720.0,0,2,62,4,1,100,4,414,7,71,1,10,0,1,11
2023,202301,339935,2023000645942,11178.0,2023003399351,860812,1,3,11016.0,0,1,59,6,1,100,4,414,5,50,1,10,46000,1,11
2023,202301,339935,2023000645942,11178.0,2023003399351,860812,1,5,11502.0,0,1,49,3,1,100,4,414,6,61,1,10,28000,1,11
2023,202301,340097,2023000648617,17820.0,2023003400971,90512,1,1,17820.0,1,1,41,1,8,826,2,200,6,63,1,10,85000,2,20
2023,202301,340097,2023000648617,17820.0,2023003400971,90512,1,2,20898.0,1,2,40,1,8,826,2,200,6,65,1,10,30000,1,11
2023,202301,340583,2023000656826,1620.0,2023003405831,479812,1,1,1620.0,1,2,48,6,1,100,0,0,8,81,1,10,35900,1,11
2023,202301,340745,2023000659402,17010.0,2023003407451,1030312,1,1,16848.0,0,1,38,6,1,100,0,0,10,101,1,10,62000,1,11
2023,202301,340745,2023000659402,17010.0,2023003407451,1030312,1,2,19764.0,0,2,51,4,8,826,4,427,10,101,1,10,100000,1,11
2023,202301,340907,2023000662182,9234.0,2023003409071,861012,1,1,9234.0,3,1,51,1,8,826,4,423,10,101,1,10,24000,1,11
2023,202301,341231,2023000667526,6642.0,2023003412311,111712,1,1,6804.0,1,1,57,1,1,100,0,0,10,101,1,10,43000,1,11
2023,202301,341231,2023000667526,6642.0,2023003412311,111712,1,2,10044.0,1,2,52,1,2,200,0,0,8,81,1,10,65000,1,11
2023,202301,341555,2023000673424,5184.0,2023003415551,990912,1,1,5184.0,0,2,52,4,8,826,4,450,10,101,1,10,40000,1,11
2023,202301,341717,2023000676072,50544.0,2023003417171,1150112,1,1,50544.0,0,1,26,6,1,100,0,0,10,101,1,10,110000,1,11
2023,202301,341879,2023000678407,19116.0,2023003418791,1050312,1,1,18954.0,0,1,40,1,8,826,4,428,10,101,1,10,100000,1,11
2023,202301,341879,2023000678407,19116.0,2023003418791,1050312,1,2,16362.0,0,2,37,1,1,100,4,428,10,101,1,10,198000,1,11
2023,202301,342365,2023000686712,6966.0,2023003423651,730112,1,1,6804.0,2,2,46,4,8,802,0,0,11,114,1,10,40000,1,11
2023,202301,342527,2023000689512,11016.0,2023003425271,990312,1,1,10854.0,0,1,59,2,1,100,0,0,6,65,1,10,75000,1,11
2023,202301,342689,2023000692096,3078.0,2023003426891,1079912,1,2,3564.0,0,2,43,4,1,100,0,0,6,63,1,10,60000,1,11
